,S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S3_1,S3_2,S3_3,S3_4,S3_5,S3_6,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV101,31,46,27,51,0,0,0,44,0,27,35,46,26,0,0,0,0,36,95,47,0,36,64,0,45,0,46,38,0,0,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,Unassigned,Unassigned
ASV102,27,25,23,19,20,14,23,28,9,22,18,22,26,36,43,28,23,23,44,22,46,42,38,27,17,14,24,25,24,38,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV103,29,50,24,26,37,12,27,0,0,21,20,20,25,33,30,48,32,30,37,38,21,21,50,32,13,19,22,21,34,19,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__Reyranella soli
ASV104,4,18,8,7,15,15,0,16,10,13,6,9,19,20,13,37,24,29,58,35,107,35,78,64,34,45,27,30,42,20,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,g__UBA10212,Unassigned
ASV105,19,18,23,0,29,66,35,25,50,19,14,19,19,40,20,33,25,10,24,33,42,10,17,33,22,13,36,32,31,47,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,Unassigned,Unassigned
ASV106,53,29,40,69,45,12,20,28,29,31,62,14,42,23,9,17,12,32,22,21,13,11,12,17,19,22,20,11,33,25,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ginsengibacter,s__Ginsengibacter hankyongi
ASV107,35,20,26,32,25,29,20,20,12,11,19,15,24,17,27,30,27,19,33,50,53,65,64,38,9,10,15,8,13,17,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,Unassigned
ASV108,16,126,147,46,25,13,28,35,33,90,0,0,5,0,1,0,0,0,28,26,27,29,49,38,0,14,0,0,19,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA4665,Unassigned,Unassigned
ASV109,24,36,28,17,39,21,32,16,10,28,25,16,17,19,12,32,25,24,28,34,82,50,50,37,14,21,14,9,42,14,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV110,0,0,0,0,0,0,26,42,41,25,26,31,67,87,78,99,59,152,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__UBA1384,o__2-12-FULL-50-11,f__2-12-FULL-50-11,g__2-12-FULL-50-11,Unassigned
ASV111,19,37,21,21,22,19,29,30,7,10,12,21,23,34,28,50,40,32,17,19,21,21,24,10,28,37,45,13,29,37,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,Unassigned,Unassigned
ASV112,0,25,29,11,29,15,24,23,24,27,0,0,20,33,27,39,27,17,14,26,18,19,21,12,57,44,32,97,37,57,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__WHSN01,Unassigned
ASV113,20,3,24,0,7,23,89,14,5,53,20,9,10,9,4,9,9,12,26,43,8,42,12,38,49,19,37,142,41,52,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV114,53,37,37,23,34,35,29,42,0,25,37,15,53,30,23,29,29,21,24,19,24,17,0,15,18,29,21,19,15,25,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV115,19,84,31,34,22,28,21,56,37,23,26,66,33,36,18,40,51,22,9,15,14,15,14,15,4,12,0,0,17,2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_613067,f__Rhodanobacteraceae_613067,g__Rudaea,Unassigned
ASV116,23,21,41,21,0,11,28,55,36,30,59,32,20,102,120,46,17,26,14,0,6,31,9,24,6,0,0,6,14,19,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__RBG-16-71-46,Unassigned,Unassigned
ASV117,14,12,16,10,23,35,0,0,8,43,13,14,23,30,27,35,34,29,17,27,19,25,16,11,27,25,22,77,30,39,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,g__Mesorhizobium_F_498388,Unassigned
ASV118,42,30,45,43,53,17,28,32,19,21,32,18,49,22,10,28,10,21,29,26,13,30,14,21,11,25,16,16,18,24,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Ginsengibacter,s__Ginsengibacter hankyongi
ASV119,56,28,17,43,51,61,26,29,13,16,37,40,35,14,10,19,25,24,23,19,16,16,20,20,12,12,15,9,22,16,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,Unassigned
ASV120,0,8,6,0,11,31,20,18,15,19,16,19,23,50,43,56,22,37,30,26,15,32,30,37,35,29,46,10,39,56,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV121,30,21,21,31,29,43,0,24,15,32,31,55,20,12,16,23,35,25,0,32,0,9,0,0,28,30,26,19,26,29,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV122,22,27,39,21,21,27,40,11,20,28,22,0,5,34,15,18,10,12,12,28,9,7,4,15,86,27,55,82,17,40,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Paenarthrobacter,Unassigned
ASV123,97,20,37,16,43,18,49,0,0,9,25,10,50,24,0,29,13,34,12,0,0,17,0,0,22,27,35,23,41,34,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV124,11,32,28,22,21,26,17,17,17,11,16,21,35,29,55,22,26,28,19,22,9,19,14,28,36,21,28,33,29,32,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV125,0,15,11,0,18,18,0,0,0,0,0,14,37,10,7,18,23,8,23,36,89,57,117,68,18,37,12,14,48,40,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__Palsa-1233,Unassigned
ASV126,22,21,21,25,22,19,13,38,69,20,32,24,30,24,29,29,31,15,18,12,15,20,27,20,14,27,17,14,12,20,d__Bacteria,p__Actinobacteriota,c__UBA4738_401450,o__UBA4738,f__HRBIN12,g__AC-51,s__AC-51 sp005883885
ASV127,12,41,0,0,17,13,0,28,20,8,21,9,13,23,0,28,27,82,56,52,53,53,60,53,31,20,20,26,11,12,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__GWC2-73-18,s__GWC2-73-18 sp001794945
ASV128,46,15,47,22,23,18,33,30,25,28,22,0,21,16,31,39,25,24,13,38,0,11,0,0,41,36,26,30,33,24,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597439,f__Usitatibacteraceae,g__Usitatibacter,Unassigned
ASV129,0,10,14,4,0,7,0,23,15,19,0,3,22,16,0,17,11,13,70,47,191,65,165,61,4,9,0,0,14,14,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,g__21-14-0-10-47-8-A,s__21-14-0-10-47-8-A sp002793885
ASV130,13,21,37,214,13,14,0,13,0,10,24,11,18,12,12,9,0,16,30,16,0,7,0,19,14,28,37,17,21,17,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV131,0,17,7,14,18,23,49,65,41,26,51,66,38,52,38,43,51,57,0,0,0,0,0,0,8,17,15,0,17,14,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Arenimonas_613591,Unassigned
ASV132,20,45,50,160,7,0,13,0,0,16,0,3,23,38,18,28,20,28,77,0,13,9,6,10,12,23,15,18,9,10,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,Unassigned,Unassigned,Unassigned
ASV133,29,25,23,16,33,33,31,26,21,20,33,16,11,42,47,45,21,20,33,19,35,12,15,38,18,18,14,9,31,26,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,Unassigned
ASV134,25,44,24,39,24,26,34,0,0,16,0,34,28,40,25,32,22,36,17,0,0,19,21,0,25,41,0,35,29,37,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Bog-209,Unassigned
ASV135,32,35,18,15,35,34,26,7,12,19,14,0,6,29,6,12,16,13,12,17,6,4,14,15,86,22,47,97,26,30,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Paenarthrobacter,Unassigned
ASV136,31,28,21,33,33,23,14,18,31,11,28,25,7,26,30,25,14,40,21,9,0,18,13,20,29,36,33,6,25,34,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__WHSN01,Unassigned
ASV137,36,15,17,43,43,19,17,21,10,11,29,18,22,32,22,42,15,11,11,13,0,16,9,10,34,38,50,17,29,21,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597439,f__Usitatibacteraceae,g__Usitatibacter,Unassigned
ASV138,37,32,11,32,21,17,21,20,15,17,22,15,13,33,60,33,33,48,7,16,5,6,4,9,22,18,30,10,12,15,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__GWA2-73-35,s__GWA2-73-35 sp001788495
ASV139,3,4,6,0,10,15,226,65,4,147,20,0,0,0,5,0,1,3,0,8,0,7,4,0,66,7,3,129,6,28,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium_A_485959,s__Sphingobium_A_485959 limneticum
ASV140,21,0,37,32,48,24,0,70,53,38,0,19,28,55,36,0,28,7,0,28,22,0,19,25,23,22,27,0,0,38,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__UBA12499,s__UBA12499 sp001788395
ASV141,0,0,18,14,48,37,15,0,93,21,22,18,17,0,23,17,23,18,14,13,25,8,30,0,23,25,30,29,28,49,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504721,Unassigned,Unassigned,Unassigned
ASV142,18,16,8,18,29,19,21,35,15,13,24,25,15,27,59,33,10,26,26,23,15,24,29,22,7,17,14,16,21,18,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV143,4,8,11,4,0,0,12,15,15,9,6,7,17,17,11,11,10,17,52,60,31,51,79,46,19,66,24,10,44,16,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Puia,s__Puia sp003168265
ASV144,31,29,36,25,33,4,10,15,38,32,39,18,23,32,10,26,16,23,16,11,17,15,19,14,33,15,24,19,24,30,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV145,28,28,25,31,22,14,0,29,21,12,21,18,16,16,15,31,14,21,41,21,21,40,35,18,17,16,18,21,18,21,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__AC-16,s__AC-16 sp005884575
ASV146,33,19,19,23,36,20,27,35,22,23,58,25,23,37,38,20,13,17,5,12,0,5,0,0,23,31,18,18,24,21,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV147,28,22,41,17,29,31,28,18,0,19,30,23,0,37,57,0,17,30,17,0,0,14,0,13,18,18,13,18,27,20,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium_483265,Unassigned
ASV148,13,0,0,0,18,9,0,0,0,9,19,12,18,13,11,21,30,17,0,0,0,0,0,0,86,60,67,70,81,80,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,Unassigned,Unassigned
ASV149,13,17,27,26,12,13,16,19,17,9,28,15,18,27,24,24,22,28,33,18,11,15,20,19,18,52,32,8,21,28,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,Unassigned,Unassigned
ASV150,18,22,11,23,25,32,15,24,24,16,25,37,11,7,0,21,21,22,34,15,50,28,18,23,16,23,15,0,0,27,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__GWC2-73-18,s__GWC2-73-18 sp001794945
ASV151,22,20,9,13,25,14,11,28,21,16,14,31,15,25,26,31,25,23,22,40,13,28,16,14,21,24,21,6,11,21,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV152,0,0,0,0,0,0,33,85,39,17,26,61,29,76,183,36,16,23,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,Unassigned,Unassigned
ASV153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,151,45,41,218,38,72,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,Unassigned,Unassigned
ASV154,58,34,13,22,30,36,21,24,24,22,34,45,15,29,11,23,20,17,3,7,10,12,18,0,0,8,18,12,12,10,d__Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV155,0,21,0,0,0,17,0,0,0,19,54,19,14,30,46,26,13,18,63,36,24,46,32,27,0,17,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_502138,f__Devosiaceae,g__Devosia_A_501803,Unassigned
ASV156,13,26,19,24,14,19,17,26,15,8,18,15,24,14,11,11,18,19,28,15,16,28,18,13,18,25,30,24,17,25,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV157,19,13,0,6,0,36,33,22,7,25,0,19,20,17,0,33,16,39,19,19,29,20,0,0,35,28,26,59,28,31,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__AG11 sp003223455
ASV158,0,20,19,30,0,46,0,28,31,11,23,44,21,32,0,21,23,27,16,21,11,14,18,0,23,0,25,20,15,25,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,Unassigned,Unassigned
ASV159,24,29,14,19,41,28,27,48,23,11,13,26,21,23,6,24,14,29,18,18,8,12,9,5,18,21,9,0,19,20,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__Gp6-AA45,Unassigned
ASV160,11,0,32,15,17,19,26,34,15,10,20,16,9,18,26,21,14,11,24,16,34,19,23,24,16,24,26,32,20,33,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV161,33,29,19,39,24,27,0,31,0,10,14,22,17,14,17,21,34,33,9,16,8,18,0,20,17,23,19,31,21,17,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__UBA7656,f__UBA7656,g__QHVH01,s__QHVH01 sp003222245
ASV162,34,14,0,13,0,50,32,30,16,23,0,25,19,13,0,27,21,11,8,19,21,22,0,0,23,46,22,47,30,32,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG11,s__AG11 sp003223455
ASV163,0,0,23,0,0,21,0,0,0,0,15,0,31,35,15,33,27,0,14,27,39,27,29,0,34,42,32,80,35,0,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Pseudolabrys_502538,Unassigned
ASV164,17,11,19,28,22,21,11,8,0,15,5,15,14,9,9,9,22,22,62,16,12,31,33,24,19,29,37,4,25,17,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,Unassigned,Unassigned
ASV165,48,10,26,34,42,42,31,24,23,14,25,19,11,15,11,17,26,52,0,10,0,4,0,14,15,5,23,18,15,17,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA6663,g__SpSt-583,s__SpSt-583 sp011367385
ASV166,42,20,20,9,20,51,28,30,0,12,17,11,0,40,65,0,0,12,0,15,0,12,16,26,15,8,36,30,22,34,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_426821,g__OLB17_426821,s__OLB17 sp001567505
ASV167,25,20,29,44,39,13,15,17,19,20,23,19,22,26,17,0,30,26,15,10,0,0,0,0,22,16,26,18,28,22,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__UBA11740,s__UBA11740 sp003168335
ASV168,0,29,21,25,23,22,27,24,17,19,31,24,12,57,57,33,24,36,16,0,0,6,0,0,11,6,0,0,23,20,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Solibacter,s__Solibacter usitatus_A
ASV169,20,0,46,7,0,9,145,21,0,67,14,0,0,5,3,0,0,3,0,0,0,0,0,0,61,0,9,134,0,80,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium_A_485959,s__Sphingobium_A_485959 aromaticiconvertens
ASV170,58,22,61,22,50,27,28,0,24,0,0,40,33,31,0,26,0,30,17,0,0,0,0,54,0,0,48,0,42,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592522,f__Burkholderiaceae_A_592522,Unassigned,Unassigned
ASV171,20,18,18,10,23,8,19,22,11,19,9,13,20,15,21,15,28,15,15,30,27,29,29,30,21,10,12,26,12,13,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV172,36,32,30,39,23,12,27,29,20,25,23,11,19,24,12,31,14,17,0,14,0,0,0,6,6,19,29,9,30,17,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Massilia,Unassigned
ASV173,16,21,9,14,27,24,20,33,25,21,12,28,16,24,4,8,18,44,8,12,9,9,13,13,20,22,35,30,19,29,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__SM23-28-2,f__RBG-16-64-32,g__CF-163,s__CF-163 sp005882715
ASV174,0,15,19,0,0,13,0,47,37,22,0,24,22,33,19,20,22,26,25,25,25,23,17,22,14,17,16,19,16,28,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV175,0,0,3,0,0,0,388,26,6,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Pseudoxanthomonas_A_615337,Unassigned
ASV176,29,13,26,24,54,22,17,18,13,19,37,41,18,15,41,16,23,33,5,7,0,4,0,5,7,9,10,6,0,7,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV177,0,14,12,7,6,4,20,13,0,17,8,7,30,25,6,18,16,15,27,50,55,44,58,37,22,16,0,31,15,14,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,Unassigned,Unassigned,Unassigned,Unassigned
ASV178,0,7,3,8,11,31,27,28,9,14,11,5,2,0,0,0,0,5,0,0,0,0,0,0,47,6,23,269,13,44,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Acinetobacter,Unassigned
ASV179,11,14,9,15,11,16,13,16,26,10,15,24,18,27,48,21,25,26,23,35,32,31,20,21,7,9,7,8,10,9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV180,0,10,8,0,0,0,0,0,10,9,0,4,25,19,12,14,4,7,38,37,72,67,54,51,4,29,9,0,18,26,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV181,17,30,12,14,21,30,19,21,16,27,25,18,23,19,24,29,8,20,15,20,22,25,26,19,18,8,13,22,9,12,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae_433871,g__PSRF01,s__PSRF01 sp002427845
ASV182,0,9,9,17,13,27,10,28,26,20,8,31,11,29,14,28,31,32,9,10,0,8,7,7,19,35,31,10,26,18,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__CSP1-6,g__UBA12499,s__UBA12499 sp001788395
ASV183,42,38,25,22,20,29,28,13,18,10,15,11,17,13,23,24,17,14,21,0,19,16,20,13,10,12,0,25,0,9,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Unassigned,Unassigned
ASV184,17,12,9,20,25,30,30,28,33,12,16,23,11,16,12,21,20,25,11,14,12,14,0,8,12,15,26,25,21,36,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__IMCC26256,f__PALSA-555,g__SHUY01,Unassigned
ASV185,25,25,14,26,12,39,19,22,22,4,12,61,14,9,0,18,20,22,12,32,19,14,19,21,10,8,17,0,13,23,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__JABFSM01,s__JABFSM01 sp009692115
ASV186,35,34,38,31,26,11,19,0,13,20,22,13,14,19,20,22,6,25,17,21,0,18,17,19,7,14,20,7,9,15,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__Acidimicrobiales,Unassigned,Unassigned,Unassigned
ASV187,32,26,20,26,25,13,20,23,25,22,16,14,21,19,5,18,25,33,0,0,0,0,0,0,27,27,10,52,18,29,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_597437,f__Casimicrobiaceae,g__VBCG01,s__VBCG01 sp005881895
ASV188,24,19,13,18,17,16,15,15,11,14,10,6,19,27,34,19,33,34,16,9,19,17,19,15,9,21,8,15,17,12,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Pseudolabrys_502538,s__Pseudolabrys sp001426945
ASV189,10,15,19,20,36,35,0,0,0,12,0,11,16,14,7,25,16,9,34,32,25,15,51,25,8,7,14,6,19,16,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides_A_392796,s__Nocardioides_A_392796 ultimimeridianus
ASV190,15,22,16,11,25,15,17,13,7,7,11,16,10,29,32,37,28,20,15,24,28,18,9,21,0,10,0,0,11,7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales_616009,f__Xanthomonadaceae_616009,g__Arenimonas_613591,Unassigned
ASV191,0,0,22,0,0,0,0,0,0,0,0,0,16,0,0,33,16,16,30,26,90,37,111,96,0,32,0,0,28,21,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__UBA10212,g__UBA10212,Unassigned
ASV192,0,18,18,26,19,27,21,0,16,15,12,29,16,20,16,25,15,21,23,11,0,18,15,9,19,16,0,22,23,25,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV193,22,50,38,41,23,7,48,50,17,19,46,14,21,26,11,25,17,21,0,0,0,4,0,0,0,9,0,0,0,0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__UTBCD1,s__UTBCD1 sp005883765
ASV194,15,27,24,19,11,20,14,30,0,6,0,0,9,21,8,0,18,16,25,15,25,32,18,12,24,18,13,0,39,42,d__Bacteria,p__Myxococcota_A_473307,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__RPRB01,s__RPRB01 sp003818285
ASV195,26,15,14,11,21,10,18,18,42,13,19,10,32,17,14,22,16,10,5,0,16,14,21,17,13,22,16,10,14,19,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella,Unassigned
ASV196,0,15,8,7,9,14,13,20,19,3,10,10,22,20,14,23,32,20,30,0,0,10,0,16,30,32,24,49,15,18,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Paraburkholderia_580243,s__Paraburkholderia terricola
ASV197,18,28,0,19,24,16,22,29,44,36,18,0,21,0,24,19,19,16,14,13,0,0,9,18,11,14,12,30,19,17,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales_407288,f__Roseiflexaceae,g__Kouleothrix,s__Kouleothrix aurantiaca
ASV198,9,22,15,0,0,14,0,17,0,0,12,22,17,31,20,17,27,13,20,33,21,22,42,15,14,28,0,24,24,24,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,Unassigned,Unassigned
ASV199,23,15,20,12,27,37,18,26,34,20,11,29,14,16,15,16,15,23,0,0,0,0,13,0,17,11,31,19,15,18,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Aggregatilineales,f__A4b,Unassigned,Unassigned
ASV200,10,19,8,14,14,21,20,22,17,10,13,14,16,13,26,18,18,13,30,31,19,24,24,20,10,15,17,0,11,20,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,Unassigned,Unassigned
ASV201,36,30,19,0,48,24,42,30,13,18,13,20,20,0,24,39,13,13,0,0,0,0,25,17,0,35,0,18,23,31,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,Unassigned,Unassigned
